,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
1760,300503,昊志机电,0.3,-54.55,,10.52,,7526.0,19.88,,04-17
1761,300197,铁汉生态,0.5,42.86,,13.57,,75711.11,45.02,,04-17
1762,300519,新光药业,0.66,-61.18,,15.71,,10615.92,-10.76,,04-17
1763,603339,四方冷链,0.83,23.88,,11.81,,17218.48,38.36,,04-17
1764,002308,威创股份,0.22,0.0,,7.31,,18990.53,4.21,10派0.43,04-17
1765,600366,宁波韵升,0.77,-47.72,,9.14,,42290.48,-47.12,10派3转8,04-17
1766,002008,大族激光,1.56,119.72,,27.6,,166504.39,120.75,10派2,04-17
1767,603885,吉祥航空,0.74,-27.45,,16.3,,132563.12,6.13,,04-17
1768,300508,维宏股份,1.42,69.29,,16.99,,8069.56,81.9,,04-17
1769,000889,茂业通信,0.37,3.93,,8.93,,22858.12,3.92,10派0.37,04-17
1770,600277,亿利洁能,0.2,66.67,,3.94,,52146.49,101.78,10派0.6,04-17
1771,300592,华凯创意,0.41,-7.57,,10.44,,4873.5,21.75,,04-17
1772,300626,华瑞股份,0.61,15.09,,13.62,,5691.91,44.07,,04-17
1773,600448,华纺股份,0.02,0.0,,0.76,,686.02,-33.27,,04-17
1774,600133,东湖高新,1.44,526.96,,37.92,,92397.52,534.51,10派1.7,04-17
1775,600155,华创阳安,0.08,-136.36,,0.88,,13092.46,-192.12,10派0.23,04-17
1776,002790,瑞尔特,1.0,-14.53,,11.45,,16041.39,-8.94,,04-17
1777,002825,纳尔股份,0.36,-57.14,,6.5,,3633.46,-44.03,,04-17
1778,300631,久吾高科,0.47,-47.76,,8.59,,4503.83,4.58,10派1.3,04-17
1779,000509,华塑控股,0.02,-117.46,,29.47,,1250.6,-117.52,,04-17
1780,600337,美克家居,0.24,-52.94,,11.02,,36536.4,10.45,10派1.1,04-17
1781,002607,亚夏汽车,0.09,-43.75,,3.53,,7345.35,11.51,,04-17
1782,600359,新农开发,0.09,-122.5,,4.99,,3378.11,-122.31,,04-17
1783,603767,中马传动,0.42,-36.36,,6.99,,7800.28,-25.61,,04-17
1784,603316,诚邦股份,0.39,-2.5,,11.18,,6848.8,12.86,,04-17
1785,600288,大恒科技,0.08,18.75,,2.29,,3484.79,18.64,10派0.24,04-17
1786,300691,联合光电,1.15,-1.71,,15.49,,8198.6,9.16,,04-17
1787,600031,三一重工,0.27,923.6,,8.69,,209225.3,928.35,10派1.6,04-17
1788,300379,东方通,-1.11,-226.27,,-18.88,,-30728.67,-375.93,,04-17
1789,300395,菲利华,0.41,-25.26,,14.27,,12177.61,12.72,,04-17
1790,000733,振华科技,0.43,12.12,,4.99,,20362.69,12.19,10派0.5,04-17
1791,002488,金固股份,0.09,-133.33,,1.81,,5398.31,-139.07,,04-17
1792,600220,江苏阳光,0.07,-20.89,,6.01,,12099.39,-20.86,,04-17
1793,000830,鲁西化工,1.24,1276.67,,26.62,,194993.64,671.95,10派3,04-17
1794,300697,电工合金,0.46,0.44,,12.06,,6123.45,11.63,,04-17
1795,300432,富临精工,0.73,14.52,,10.36,,37122.33,62.23,,04-17
1796,000680,山推股份,0.05,46.86,,1.95,,6378.85,46.79,,04-17
1797,300125,易世达,-2.24,322.64,,-29.32,,-26424.77,324.44,10转5,04-17
1798,600510,黑牡丹,0.47,34.29,,6.51,,49356.55,32.85,10派1.42,04-17
1799,603100,川仪股份,0.4,21.21,,8.22,,15914.9,23.37,10派1.3,04-17
1800,600182,S佳通,0.18,-59.16,,6.83,,6110.81,-59.57,10派1.08,04-17
1801,002470,金正大,0.23,-28.13,,7.81,,71549.94,-29.64,10派0.8,04-17
1802,002486,嘉麟杰,0.03,136.36,,2.98,,2809.47,136.92,,04-17
1803,600996,贵广网络,0.42,-21.05,,10.96,,44182.51,-0.25,,04-17
1804,000068,华控赛格,0.03,227.27,,5.09,,3260.33,226.84,,04-17
1805,300611,美力科技,0.27,-67.07,,7.67,,4765.42,-13.91,,04-17
1806,002267,陕天然气,0.36,-22.24,,7.27,,39542.91,-22.24,10派3,04-17
1807,600708,光明地产,1.14,48.12,,20.11,,194683.65,92.55,10派2转3,04-17
1808,002010,传化智联,0.14,-22.22,,4.16,,46940.81,-19.2,10派0.5,04-17
1809,002331,皖通科技,0.24,7.61,,6.26,,8271.76,7.6,,04-17
1810,603000,人民网,0.08,-20.0,,3.24,,8940.84,-15.65,,04-17
1811,002411,必康股份,0.58,-10.66,,10.19,,89262.58,-6.4,10派1,04-17
1812,603887,城地股份,0.67,-2.9,,9.3,,6639.13,19.96,,04-17
1813,603989,艾华集团,0.97,10.23,,16.32,,29177.41,10.35,,04-17
1814,300560,中富通,0.37,-46.38,,8.32,,3903.09,2.3,,04-17
1815,601113,华鼎股份,0.11,22.22,,3.37,,9368.88,28.81,,04-17
1816,600361,华联综超,0.12,-130.77,,2.95,,7824.75,-130.04,10派0.6,04-17
1817,300080,易成新能,-2.04,-5079.95,,-33.8,,-102412.59,-5081.83,,04-17
1818,300112,万讯自控,0.17,70.0,,6.03,,4436.5,66.13,10派1.2,04-17
1819,002416,爱施德,0.37,97.21,,7.04,,37896.76,101.84,10派2转2,04-17
1820,601127,小康股份,0.81,28.57,,17.65,,72476.88,41.14,,04-17
1821,603568,伟明环保,0.74,54.17,,24.24,,50686.22,54.27,,04-16
1822,603055,台华新材,0.74,57.45,,21.62,,36652.24,61.07,,04-16
1823,300440,运达科技,0.26,-56.73,,8.41,,11887.12,-11.68,,04-16
1824,603843,正平股份,0.12,-55.56,,3.69,,4730.37,-47.87,,04-16
1825,603113,金能科技,1.05,50.0,,21.84,,67878.79,61.69,,04-16
1826,600203,福日电子,-0.25,-264.4,,-5.26,,-11254.99,-276.52,,04-16
1827,002539,云图控股,0.1,-28.57,,3.44,,10439.17,-26.86,10派0.8,04-16
1828,002335,科华恒盛,1.55,131.34,,13.1,,42620.81,148.42,10派10,04-16
1829,300514,友讯达,0.78,34.48,,18.45,,7186.17,64.38,,04-16
1830,603517,绝味食品,1.26,18.87,,22.85,,50172.45,31.93,,04-16
1831,300132,青松股份,0.25,189.5,,13.91,,9474.6,189.44,10派0.5,04-16
1832,600436,片仔癀,1.34,50.56,,21.16,,80701.87,50.53,10派4.3,04-16
1833,300735,光弘科技,0.65,6.56,,24.86,,17356.16,12.56,,04-16
1834,300255,常山药业,0.21,5.0,,8.56,,19691.92,12.21,10派0.2,04-16
1835,002050,三花智控,0.6,25.0,,19.12,,123595.21,44.14,10派1.5,04-16
1836,603527,众源新材,0.83,3.75,,16.21,,8558.66,14.9,,04-16
1837,002767,先锋电子,0.31,3.33,,6.73,,4590.23,1.3,10派0.56,04-16
1838,603986,兆易创新,1.99,-6.0,,26.27,,39741.6,125.26,,04-16
1839,002504,弘高创意,-0.14,-160.87,,-14.68,,-14842.8,-161.91,,04-16
1840,600276,恒瑞医药,1.14,3.02,,23.28,,321664.8,24.25,10派1.3送2转1,04-16
1841,603020,爱普股份,0.45,-24.45,,7.74,,14417.13,-24.45,,04-16
1842,603889,新澳股份,0.59,18.0,,12.82,,20744.09,30.32,,04-16
1843,300546,雄帝科技,0.59,-57.55,,12.77,,7951.15,31.62,,04-16
1844,002841,视源股份,1.72,-15.69,,31.46,,69108.16,-6.86,,04-16
1845,600381,青海春天,0.49,36.11,,13.48,,31168.45,27.24,,04-16
1846,002659,凯文教育,0.05,-120.0,,1.03,,2325.91,-124.22,,04-16
1847,603976,正川股份,0.91,4.6,,12.17,,8217.84,16.55,,04-16
1848,002279,久其软件,0.44,7.78,,12.86,,30694.34,40.41,10派0.3,04-16
1849,000584,哈工智能,0.15,-122.01,,5.8,,9004.78,-122.01,10派0.2,04-16
1850,603013,亚普股份,0.74,-11.9,4.69,16.54,1.52,33476.54,-11.07,,04-16
1851,000809,铁岭新城,0.12,-141.38,,3.31,,10110.68,-142.05,,04-16
1852,300713,英可瑞,1.9,-17.39,,24.21,,8423.18,-13.78,,04-16
1853,603259,药明康德,1.31,21.3,6.76,21.14,1.91,122709.35,25.86,,04-16
1854,603848,好太太,0.57,35.71,,27.95,,20582.63,35.43,,04-16
1855,002805,丰元股份,0.39,44.44,,6.83,,3790.17,66.84,10派0.7,04-16
1856,002822,中装建设,0.27,-60.29,,8.12,,16075.0,2.92,,04-16
1857,600764,中国海防,0.67,2966.82,,15.9,,8164.13,1023.43,10派0.62,04-16
1858,603685,晨丰科技,1.45,17.89,,26.32,,11195.55,21.03,,04-16
1859,603988,中电电机,0.28,-6.67,,5.05,,3308.23,38.47,,04-14
1860,600037,歌华有线,0.55,4.97,,6.0,,76130.52,4.98,10派1.8,04-14
1861,000753,漳州发展,0.09,-62.77,,3.98,,8506.99,-58.29,,04-14
1862,300500,启迪设计,0.58,-45.79,,9.85,,7041.63,13.23,,04-14
1863,600681,百川能源,0.88,39.68,,32.13,,85803.8,55.67,10派4.5,04-14
1864,000533,万家乐,0.06,-81.82,,2.39,,3819.0,-83.15,10派0.15,04-14
1865,000926,福星股份,0.89,45.9,,8.74,,84535.54,45.49,10派2,04-14
1866,002278,神开股份,0.03,-110.0,,0.99,,1062.38,-109.73,,04-14
1867,300343,联创互联,0.63,75.0,,8.88,,37151.99,84.47,,04-14
1868,000671,阳光城,0.51,70.0,,14.33,,206196.55,67.63,10派0.5,04-14
1869,000419,通程控股,0.24,25.09,,6.47,,12793.13,25.12,,04-14
1870,600333,长春燃气,0.1,-16.67,,2.9,,5641.31,-10.11,10派0.5,04-14
1871,603988,中电电机,0.28,-6.67,,5.05,,3308.23,38.47,,04-14
1872,002110,三钢闽光,2.9,195.92,,43.69,,398972.53,330.61,10派15,04-14
1873,002126,银轮股份,0.41,13.89,,11.02,,31098.17,21.13,,04-14
1874,002222,福晶科技,0.32,94.22,,18.97,,13658.6,94.21,10派1,04-14
1875,600476,湘邮科技,0.01,-7.14,,1.07,,212.88,-7.91,,04-14
1876,002003,伟星股份,0.63,-10.0,,15.99,,36455.9,23.38,10派5转3,04-14
1877,600881,亚泰集团,0.27,350.0,,5.92,,79046.46,420.27,10派0.5,04-14
1878,600739,辽宁成大,0.95,52.58,,7.49,,144616.8,52.58,10派1.8,04-14
1879,000606,顺利办,0.08,15.51,,2.27,,6421.56,40.15,,04-14
1880,002510,天汽模,0.11,-38.89,,4.49,,9326.21,-37.84,,04-14
1881,600039,四川路桥,0.33,-4.37,,9.68,,106413.41,1.87,10派0.5,04-14
1882,002350,北京科锐,0.19,-46.65,,6.14,,7218.97,-5.59,,04-14
1883,300078,思创医惠,0.16,-64.44,,6.38,,13026.23,-30.7,,04-14
1884,300228,富瑞特装,0.11,-117.22,,2.9,,5104.85,-117.09,,04-14
1885,000573,粤宏远A,0.06,-82.03,,2.1,,3546.54,-82.01,,04-14
1886,600166,福田汽车,0.02,-75.0,,0.59,,11192.49,-80.25,10派0.051,04-14
1887,002819,东方中科,0.2,-42.83,,5.32,,2281.36,-25.83,,04-14
1888,002344,海宁皮城,0.23,-53.06,,4.18,,30126.23,-45.22,,04-14
1889,603699,纽威股份,0.28,-3.45,,8.31,,20917.73,-4.7,,04-14
1890,600132,重庆啤酒,0.68,83.78,,28.29,,32946.32,82.03,10派8,04-14
1891,603306,华懋科技,1.27,1.6,,17.52,,27805.59,5.93,,04-14
1892,600639,浦东金桥,0.66,19.56,,8.39,,73745.7,19.57,10派2.6,04-14
1893,600336,澳柯玛,0.04,0.0,,1.84,,3269.02,36.46,10派0.3,04-14
1894,600376,首开股份,0.73,26.13,,8.87,,236277.78,24.26,10派6,04-14
1895,300017,网宿科技,0.34,-78.98,,10.91,,83040.29,-33.59,,04-14
1896,300389,艾比森,0.33,-29.97,,10.51,,10600.3,-29.96,,04-14
1897,600498,烽火通信,0.78,6.85,,10.36,,82496.34,8.49,10派3.4,04-14
1898,002214,大立科技,0.07,0.0,,3.06,,3016.06,-8.9,,04-14
1899,600387,海越股份,0.35,250.0,,10.48,,13658.83,241.25,,04-14
1900,603917,合力科技,0.95,1.52,,17.54,,8176.5,4.35,,04-13
1901,601116,三江购物,0.26,7.47,,6.73,,10868.18,7.49,10派2,04-13
1902,603393,新天然气,1.65,5.77,,14.29,,26369.74,29.67,,04-13
1903,002300,太阳电缆,0.19,-33.61,,7.61,,10184.12,-34.44,10派1.8,04-13
1904,002176,江特电机,0.19,35.71,,7.24,,28130.44,42.58,,04-13
1905,601086,国芳集团,0.22,22.22,,9.17,,12092.0,31.68,,04-13
1906,601311,骆驼股份,0.57,-6.56,,9.37,,48302.28,-6.27,,04-13
1907,002915,中欣氟材,0.54,38.46,,15.64,,4704.21,43.58,,04-13
1908,603696,安记食品,0.34,0.0,,5.81,,4123.73,1.08,,04-13
1909,600789,鲁抗医药,0.2,300.0,,6.0,,11423.67,292.54,10派0.3,04-13
1910,300725,药石科技,1.19,72.46,,22.84,,6717.92,86.01,,04-13
1911,600883,博闻科技,0.12,91.71,,4.2,,2729.92,91.87,10派0.4,04-13
1912,300220,金运激光,-0.34,-729.4,,-16.02,,-4234.51,-728.82,,04-13
1913,601368,绿城水务,0.47,20.38,,11.95,,34905.12,20.38,,04-13
1914,000505,京粮控股,0.2,17.65,,5.01,,12960.32,76.81,,04-13
1915,300731,科创新源,0.98,18.07,,28.53,,6421.16,18.81,,04-13
1916,002191,劲嘉股份,0.43,-1.97,,11.63,,57441.12,0.65,,04-13
1917,600303,曙光股份,0.47,370.0,,10.68,,31603.3,420.74,10派1.47,04-13
1918,000570,苏常柴A,0.08,-27.27,,2.0,,4643.13,-25.76,10派0.3,04-13
1919,300064,豫金刚石,0.19,6.68,,3.43,,23094.6,67.88,,04-13
1920,600789,鲁抗医药,0.2,300.0,,6.0,,11423.67,292.54,10派0.3,04-13
1921,300725,药石科技,1.19,72.46,,22.84,,6717.92,86.01,,04-13
1922,601368,绿城水务,0.47,20.38,,11.95,,34905.12,20.38,,04-13
1923,000505,京粮控股,0.2,17.65,,5.01,,12960.32,76.81,,04-13
1924,300731,科创新源,0.98,18.07,,28.53,,6421.16,18.81,,04-13
1925,600883,博闻科技,0.12,91.71,,4.2,,2729.92,91.87,10派0.4,04-13
1926,300220,金运激光,-0.34,-729.4,,-16.02,,-4234.51,-728.82,,04-13
1927,600303,曙光股份,0.47,370.0,,10.68,,31603.3,420.74,10派1.47,04-13
1928,000570,苏常柴A,0.08,-27.27,,2.0,,4643.13,-25.76,10派0.3,04-13
1929,300064,豫金刚石,0.19,6.68,,3.43,,23094.6,67.88,,04-13
1930,600477,杭萧钢构,0.56,29.4,,30.53,,76801.64,71.14,10派1.7送3,04-13
1931,600513,联环药业,0.25,-13.79,,8.29,,7054.73,12.53,10派0.75,04-13
1932,002191,劲嘉股份,0.43,-1.97,,11.63,,57441.12,0.65,,04-13
1933,002850,科达利,1.24,-44.14,,8.29,,16601.57,-28.65,,04-13
1934,603380,易德龙,0.68,0.0,,21.12,,9558.78,18.01,,04-13
1935,300638,广和通,0.58,-13.43,,14.56,,4385.74,8.77,,04-13
1936,300577,开润股份,1.11,-33.93,,19.98,,13340.76,58.81,,04-13
1937,300643,万通智控,0.19,-26.92,,10.39,,3533.78,-9.55,,04-13
1938,603199,九华旅游,0.75,11.94,,8.37,,8288.8,11.94,10派1.5,04-13
1939,300736,百华悦邦,0.97,-16.38,,20.45,,3963.52,-16.12,,04-13
1940,600173,卧龙地产,0.43,290.12,,17.46,,31482.91,289.91,10派1,04-13
1941,002158,汉钟精机,0.43,36.36,,10.63,,22693.01,36.33,,04-13
1942,600628,新世界,0.69,53.33,,10.75,,44829.51,77.39,10派2.1,04-13
1943,603488,展鹏科技,0.38,-19.15,,11.45,,7118.64,-1.88,,04-13
1944,603701,德宏股份,0.68,-27.66,,14.15,,8068.68,19.12,,04-13
1945,600167,联美控股,1.16,12.62,,17.84,,92212.38,31.93,10派2.6转10,04-13
1946,300202,聚龙股份,0.11,-80.7,,3.3,,5886.8,-81.11,,04-13
1947,002168,深圳惠程,-0.14,-255.56,,-7.97,,-10760.76,-241.75,,04-13
1948,000027,深圳能源,0.19,-44.12,,3.39,,74933.82,-44.37,10派0.8,04-13
1949,601019,山东出版,0.74,27.59,,23.51,,136482.88,30.32,,04-13
1950,300368,汇金股份,-0.3,-461.83,,-16.57,,-16550.22,-461.86,,04-13
1951,600853,龙建股份,0.26,375.27,,15.65,,13928.71,375.27,10派0.1,04-13
1952,603338,浙江鼎力,1.73,60.19,,22.14,,28314.55,62.0,,04-13
1953,002307,北新路桥,0.09,28.57,,2.81,,5059.81,26.02,10转6,04-13
1954,300669,沪宁股份,0.52,-24.64,,11.79,,3863.47,-11.33,,04-13
1955,600070,浙江富润,0.32,14.29,,7.25,,16615.77,65.09,10派1,04-13
1956,600992,贵绳股份,0.09,5.48,,1.62,,2218.49,5.47,10派0.3,04-13
1957,300535,达威股份,0.87,-25.32,,8.07,,5175.42,-10.49,,04-13
1958,300329,海伦钢琴,0.16,23.09,,5.02,,4098.05,23.12,,04-13
1959,300120,经纬辉开,0.26,232.9,,7.0,,5597.38,256.99,,04-13
1960,002103,广博股份,0.2,-23.08,,6.45,,11181.29,-6.43,10派0.3,04-13
1961,600127,金健米业,0.02,8.92,,1.46,,1096.6,8.76,,04-13
1962,002135,东南网架,0.12,100.0,,3.68,,10358.33,110.86,10派0.12,04-13
1963,002472,双环传动,0.36,28.57,,7.84,,24260.11,30.61,,04-13
1964,300217,东方电热,0.07,81.94,,4.51,,8335.75,81.76,,04-13
1965,603330,上海天洋,0.53,-55.46,,5.43,,3037.58,-43.33,,04-12
1966,600242,中昌数据,0.28,180.0,,7.63,,11857.33,250.09,,04-12
1967,600677,航天通信,0.19,280.0,,3.11,,10026.51,294.46,10派0.7,04-12
1968,300630,普利制药,0.86,13.16,,16.59,,9840.44,41.02,,04-12
1969,600796,钱江生化,0.14,27.27,,6.63,,4101.11,24.91,10派0.3,04-12
1970,600584,长电科技,0.28,180.0,,4.89,,34334.68,222.89,10派0.25,04-12
1971,603008,喜临门,0.74,21.31,,11.09,,28359.63,39.18,,04-12
1972,600479,千金药业,0.6,39.02,,11.47,,20775.83,39.04,10派3转2,04-12
1973,300662,科锐国际,0.47,2.17,,16.2,,7433.87,20.78,,04-12
1974,002653,海思科,0.22,-47.62,,11.2,,23755.32,-47.53,,04-12
1975,600079,人福医药,1.53,142.86,,17.43,,206871.96,148.52,10派1.6,04-12
1976,002840,华统股份,0.68,-1.16,,10.78,,11845.45,28.5,,04-12
1977,000836,鑫茂科技,0.07,77.1,,4.88,,8412.75,77.31,10派0.3,04-12
1978,000407,胜利股份,0.07,-120.0,,2.9,,6230.25,-121.29,,04-12
1979,600697,欧亚集团,1.92,-6.8,,10.68,,30518.26,-6.75,10派3.7,04-12
1980,600848,上海临港,0.37,-7.5,,6.63,,40976.47,1.59,10派1.2,04-12
1981,300225,金力泰,0.1,-32.21,,5.39,,4735.49,-32.58,,04-12
1982,000878,云南铜业,0.16,11.53,,4.06,,22746.91,11.82,,04-12
1983,300617,安靠智电,1.22,-15.7,,10.66,,7980.24,9.95,,04-12
1984,600800,天津磁卡,-0.1,-433.33,,-67.25,,-5952.19,-407.39,,04-12
1985,000665,湖北广电,0.53,10.42,,5.86,,33528.55,10.56,10派0.8,04-12
1986,300278,华昌达,0.11,-47.64,,3.83,,6099.66,-47.63,,04-12
1987,000538,云南白药,3.02,7.86,,18.55,,314498.14,7.71,10派15,04-12
1988,000736,中交地产,2.08,5100.0,,21.27,,61716.52,5100.56,10派5.2送5,04-12
1989,601668,中国建筑,1.07,11.46,,15.82,,3294179.9,10.28,,04-12
1990,002635,安洁科技,0.61,-39.0,,9.72,,39148.01,1.13,,04-12
1991,603728,鸣志电器,0.58,-11.39,,12.93,,16598.53,5.85,,04-12
1992,002734,利民股份,0.83,0.0,,8.21,,13732.36,21.53,,04-12
1993,600156,华升股份,-0.22,-1012.29,,-13.05,,-8656.95,-1013.23,,04-12
1994,600909,华安证券,0.18,-14.29,,5.39,,64972.68,7.93,10派0.6,04-12
1995,603268,松发股份,0.52,18.18,,7.77,,4574.72,16.97,,04-12
1996,002560,通达股份,0.03,-85.0,,0.8,,1202.68,-85.63,,04-12
1997,603738,泰晶科技,0.57,-47.71,,11.46,,6453.96,9.57,,04-12
1998,000682,东方电子,0.06,6.22,,3.77,,6351.77,6.35,,04-12
1999,603869,北部湾旅,0.77,13.24,,7.48,,26956.12,58.44,,04-12
2000,600512,腾达建设,0.09,28.57,,3.06,,14357.95,69.97,10派0.4,04-12
2001,000710,贝瑞基因,0.92,-3423.7,,18.49,,23274.96,-5660.29,,04-12
2002,600933,爱柯迪,0.65,-5.8,,22.06,,46552.77,-3.61,,04-12
2003,002484,江海股份,0.23,-11.8,,6.26,,19002.86,27.5,,04-12
2004,000021,深科技,0.37,152.51,,9.74,,54130.3,152.45,10派0.5,04-12
2005,600734,实达集团,0.3,-19.85,,6.67,,18670.85,1.61,,04-12
2006,600054,黄山旅游,0.55,17.02,,10.14,,41406.05,17.6,10派2.4,04-12
2007,002489,浙江永强,0.04,33.33,,2.42,,7824.66,28.38,,04-12
2008,300541,先进数通,0.36,-40.98,,5.87,,4293.01,-27.86,,04-12
2009,300330,华虹计通,0.04,-123.53,,1.55,,594.91,-120.55,,04-12
2010,600409,三友化工,0.97,134.08,,22.31,,188907.71,147.63,10派2.75,04-12
2011,000655,*ST金岭,-0.53,-43.81,,-12.9,,-31629.35,-43.78,,04-12
2012,600864,哈投股份,0.17,-29.17,,2.64,,35819.35,4.57,10派1,04-12
2013,603131,上海沪工,0.34,-56.96,,10.79,,6844.02,-1.18,,04-12
2014,002205,国统股份,0.14,19.25,,1.72,,1590.3,19.31,,04-12
2015,002045,国光电器,0.31,121.43,,9.42,,13077.9,116.44,10派0.8,04-12
2016,300308,中际旭创,0.5,900.0,,7.96,,16150.54,1506.36,,04-12
2017,600325,华发股份,0.77,-11.49,,12.65,,162037.63,59.11,10派3,04-12
2018,300374,恒通科技,0.36,38.46,,8.3,,6993.35,39.26,,04-12
2019,000598,兴蓉环境,0.3,3.45,,9.64,,89574.69,2.46,10派0.78,04-12
2020,000617,中油资本,0.76,0.0,,9.97,,684254.04,23.61,10派2.28,04-12
2021,002371,北方华创,0.27,24.57,,3.87,,12561.02,35.21,,04-12
2022,603838,四通股份,0.16,-27.27,,6.25,,4177.79,-30.16,,04-12
2023,603386,广东骏亚,0.4,0.0,,17.67,,6562.26,8.58,,04-12
2024,002905,金逸影视,1.59,2.58,,19.15,,21153.11,8.21,,04-12
2025,600312,平高电气,0.46,-50.03,,7.11,,63051.75,-48.31,10派1.4,04-12
2026,600388,龙净环保,0.68,9.68,,16.92,,72432.66,9.1,10派2.1,04-12
2027,600075,新疆天业,0.55,-38.2,,13.14,,53901.82,10.16,10派0.5,04-12
2028,600505,西昌电力,0.11,-26.42,,3.94,,4123.07,-26.42,10派0.35,04-12
2029,600584,长电科技,0.28,180.0,,4.89,,34334.68,222.89,10派0.25,04-12
2030,603330,上海天洋,0.53,-55.46,,5.43,,3037.58,-43.33,,04-12
2031,600242,中昌数据,0.28,180.0,,7.63,,11857.33,250.09,,04-12
2032,600677,航天通信,0.19,280.0,,3.11,,10026.51,294.46,10派0.7,04-12
2033,300630,普利制药,0.86,13.16,,16.59,,9840.44,41.02,,04-12
2034,600796,钱江生化,0.14,27.27,,6.63,,4101.11,24.91,10派0.3,04-12
2035,603008,喜临门,0.74,21.31,,11.09,,28359.63,39.18,,04-12
2036,600479,千金药业,0.6,39.02,,11.47,,20775.83,39.04,10派3转2,04-12
2037,000609,中迪投资,0.46,2.22,,8.87,,13439.86,0.97,,04-11
2038,002433,太安堂,0.38,18.75,,6.09,,29039.86,19.34,,04-11
2039,002128,露天煤业,1.07,114.0,,17.43,,175461.47,112.95,,04-11
2040,002128,露天煤业,1.07,114.0,,17.43,,175461.47,112.95,10派3,04-11
2041,000780,平庄能源,0.48,-250.0,,11.13,,48379.79,-249.5,10派2,04-11
2042,000691,亚太实业,-0.03,-814.29,,-10.93,,-860.06,-738.84,,04-11
2043,603229,奥翔药业,0.37,-22.92,,12.43,,5301.15,-7.53,,04-11
2044,300572,安车检测,1.19,24.26,,14.99,,7904.8,61.21,,04-11
2045,600415,小商品城,0.27,42.11,,13.68,,145936.45,37.64,10派0.81,04-11
2046,601177,杭齿前进,0.03,45.6,,0.66,,1061.08,45.35,10派0.2,04-11
2047,002926,华西证券,0.49,,,8.26,,101912.48,-2.11,10派0.38,04-11
2048,603997,继峰股份,0.46,-22.03,,18.11,,29284.71,17.27,,04-11
2049,600321,*ST正源,-0.0,-50.82,,-0.17,,-456.1,-50.7,,04-11
2050,600746,江苏索普,0.24,244.44,,15.96,,7503.17,244.46,10派1.2,04-11
2051,600501,航天晨光,0.03,0.0,,0.53,,1171.31,-19.86,,04-11
2052,600162,香江控股,0.24,-1.17,,11.59,,81659.8,18.3,10派1.6,04-11
2053,000568,泸州老窖,1.8,30.76,,20.3,,255794.46,32.69,10派12.5,04-11
2054,600586,金晶科技,0.1,281.95,,3.53,,14449.03,281.99,10派0.6,04-11
2055,002388,新亚制程,0.14,366.67,,7.18,,6496.21,496.51,,04-11
2056,300245,天玑科技,0.2,-9.09,,6.83,,5495.43,-4.88,,04-11
2057,002361,神剑股份,0.14,-30.0,,6.46,,12443.6,-26.33,,04-11
2058,600506,香梨股份,0.03,-158.9,,1.85,,507.7,-158.86,,04-11
2059,000811,冰轮环境,0.48,-30.43,,12.51,,31446.82,4.51,10派0.8,04-11
2060,603387,基蛋生物,1.72,22.86,,28.7,,19398.84,40.21,,04-11
2061,000929,兰州黄河,0.09,-164.69,,2.2,,1623.6,-164.7,,04-11
2062,603868,飞科电器,1.92,31.51,,38.42,,83534.76,36.22,,04-11
2063,002494,华斯股份,-0.2,-600.0,,-3.86,,-7544.65,-600.8,,04-11
2064,603365,水星家纺,1.25,26.26,,24.21,,25734.9,30.17,,04-11
2065,600838,上海九百,0.24,-46.79,,7.75,,9733.35,-46.79,10派0.73,04-11
2066,002146,荣盛发展,1.32,38.95,,22.44,,576077.0,38.88,10派4.2,04-11
2067,002376,新北洋,0.45,21.62,,11.59,,28643.18,26.11,,04-11
2068,000070,特发信息,0.42,-32.17,,14.29,,26562.32,35.67,10派0.36,04-11
2069,002172,澳洋科技,0.21,-44.74,,12.2,,15465.86,-40.34,,04-11
2070,601003,柳钢股份,1.03,1247.91,,44.7,,264617.63,1247.08,10派5,04-11
2071,600743,华远地产,0.35,9.38,,11.65,,81894.93,10.47,10派1,04-11
2072,600069,银鸽投资,0.04,-112.5,,2.71,,5558.92,-113.92,10转3,04-11
2073,600120,浙江东方,1.1,-16.03,,7.76,,71949.98,8.8,10派1.3转3,04-11
2074,002800,天顺股份,0.55,3.77,,9.53,,4122.46,16.34,,04-11
2075,600256,广汇能源,0.13,218.53,,5.77,,65538.4,218.77,10派0.5,04-11
2076,300673,佩蒂股份,1.56,16.42,,18.39,,10676.2,32.84,,04-11
2077,000609,中迪投资,0.46,2.22,,8.87,,13439.86,0.97,,04-11
2078,300371,汇中股份,0.54,23.29,,11.39,,6524.11,23.28,,04-10
2079,002811,亚泰国际,0.6,9.09,,8.51,,10775.78,33.16,,04-10
2080,600230,沧州大化,4.36,245.78,,60.35,,128304.24,245.77,10派5转4,04-10
2081,002846,英联股份,0.24,-61.29,,9.03,,4540.18,-18.08,,04-10
2082,600715,文投控股,0.25,-30.56,,7.4,,43394.36,-27.81,10派0.71,04-10
2083,002626,金达威,0.77,50.98,,20.26,,47405.06,58.14,10派4,04-10
2084,603289,泰瑞机器,0.52,8.33,,15.11,,8351.42,13.41,,04-10
2085,300263,隆华节能,0.05,201.73,,1.89,,4601.49,201.75,,04-10
2086,300589,江龙船艇,0.32,-44.6,,18.71,,3500.85,-4.98,,04-10
